Airport,State,Flight_Phase,Height,Speed,Distance
DETROIT METRO WAYNE COUNTY ARPT,MI,DEPARTURE,,,0.0
DETROIT METRO WAYNE COUNTY ARPT,MI,,,,0.0
DETROIT METRO WAYNE COUNTY ARPT,MI,,4500,,10.0
DETROIT METRO WAYNE COUNTY ARPT,MI,DEPARTURE,,,0.0
NORMAN Y. MINETA SAN JOSE INTL ARPT,CA,,4500,,5.0
NORMAN Y. MINETA SAN JOSE INTL ARPT,CA,,,,0.0
NORMAN Y. MINETA SAN JOSE INTL ARPT,CA,DEPARTURE,10000,,20.0
LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,LOCAL,,,0.0
LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,DEPARTURE,,,0.0
LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,LOCAL,,,0.0
LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,LOCAL,,,0.0
LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,LOCAL,50,,0.0
LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,DEPARTURE,,,0.0
LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,LOCAL,,,0.0
LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,LOCAL,,,0.0
LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,,,,0.0
LOUISVILLE INTL ARPT-STANDIFORD FIELD,KY,,1000,125,3.0
LOUISVILLE INTL ARPT-STANDIFORD FIELD,KY,,1500,145,5.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,ARRIVAL,,,0.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,,,,0.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,LOCAL,10,130,0.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,,15,120,0.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,DEPARTURE,,,0.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,,,,0.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,DEPARTURE,,,0.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,,,,0.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,LOCAL,50,142,0.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,LOCAL,0,,0.0
HARTSFIELD - JACKSON ATLANTA INTL ARPT,GA,,,,0.0
HARTSFIELD - JACKSON ATLANTA INTL ARPT,GA,DEPARTURE,,,0.0
HARTSFIELD - JACKSON ATLANTA INTL ARPT,GA,DEPARTURE,,,0.0
HARTSFIELD - JACKSON ATLANTA INTL ARPT,GA,,1000,,3.5999999
HARTSFIELD - JACKSON ATLANTA INTL ARPT,GA,ARRIVAL,,,0.0
HARTSFIELD - JACKSON ATLANTA INTL ARPT,GA,,,,0.0
HARTSFIELD - JACKSON ATLANTA INTL ARPT,GA,DEPARTURE,0,,0.0
RONALD REAGAN WASHINGTON NATIONAL ARPT,DC,,,,0.0
RONALD REAGAN WASHINGTON NATIONAL ARPT,DC,PARKED,0,0,0.0
RONALD REAGAN WASHINGTON NATIONAL ARPT,DC,,0,,0.0
GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,LOCAL,,,0.0
GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,,,,0.0
GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,DEPARTURE,,,0.0
GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,ARRIVAL,,,0.0
GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,LOCAL,0,,0.0
GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,DEPARTURE,,,0.0
BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,,,,0.0
BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,DEPARTURE,,,0.0
GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,TX,,2000,180,3.0
GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,TX,LOCAL,,,0.0
GEORGE BUSH INTERCONTINENTAL/ HOUSTON ARPT,TX,LOCAL,,,0.0
MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,,,170,0.0
MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,ARRIVAL,,,0.0
MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,ARRIVAL,,,3.0
MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,,,,0.0
MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,ARRIVAL,0,,0.0
BILL AND  HILLARY CLINTON NATL ARPT/ADAMS FIELD,AR,TAXI,0,,0.0
BILL AND  HILLARY CLINTON NATL ARPT/ADAMS FIELD,AR,TAXI,0,,0.0
BRADLEY INTL,CT,TAXI,0,10,0.0
WESTOVER AIR RESERVE BASE/METROPOLITAN ARPT,MA,TAXI,,,0.0
RICHMOND INTL,VA,TAXI,0,,0.0
HENRY E ROHLSEN ARPT,VI,TAXI,0,10,0.0
SANTO DOMINGO/LAS AM,,TAXI,0,10,0.0
GUAYAQUIL/S BOLIVAR,,TAXI,0,140,0.0
AKRON-CANTON REGIONAL,OH,TAXI,0,15,0.0
MC CARRAN INTL ARPT,NV,TAXI,0,,0.0
ATLANTIC CITY INTL,NJ,TAXI,0,,0.0
ONTARIO INTL ARPT,CA,TAXI,0,120,0.0
MERCEDITA ARPT,PR,TAXI,0,,0.0
ORLANDO SANFORD INTL ARPT,FL,TAXI,0,,0.0
ORLANDO SANFORD INTL ARPT,FL,TAXI,0,15,0.0
DALLAS LOVE FIELD ARPT,TX,TAXI,0,,0.0
ONTARIO INTL ARPT,CA,TAXI,0,,0.0
RICK HUSBAND AMARILLO INTL,TX,TAXI,0,,0.0
HILO INTL ARPT,HI,TAXI,0,,0.0
RALEIGH-DURHAM INTL,NC,TAXI,0,,0.0
DALLAS LOVE FIELD ARPT,TX,TAXI,0,,0.0
WILL ROGERS WORLD ARPT,OK,TAXI,0,,0.0
TED STEVENS ANCHORAGE INTL,AK,TAXI,0,60,0.0
SNOHOMISH CO (PAINE FIELD),WA,TAXI,0,,0.0
SYRACUSE HANCOCK INTL,NY,TAXI,0,,0.0
DANBURY MUNICIPAL ARPT,CT,TAXI,0,,0.0
JOHN WAYNE-ORANGE COUNTY ARPT,CA,TAXI,0,,0.0
JOHN WAYNE-ORANGE COUNTY ARPT,CA,TAXI,0,,0.0
DANBURY MUNICIPAL ARPT,CT,TAXI,0,,0.0
CHICAGO EXECUTIVE ARPT,IL,TAXI,0,,0.0
RICHARD LLOYD JONES JR ARPT,OK,TAXI,0,20,0.0
CHINO AIRPORT,CA,TAXI,0,20,0.0
EL PASO INTL ARPT,TX,TAXI,0,10,0.0
DAYTONA BEACH INTL,FL,TAXI,0,,0.0
CAPE MAY COUNTY ARPT,NJ,TAXI,0,3,0.0
JOHN WAYNE-ORANGE COUNTY ARPT,CA,TAXI,0,,0.0
ERNEST A LOVE FIELD,AZ,TAXI,0,10,0.0
DAYTONA BEACH INTL,FL,TAXI,0,,0.0
ORLANDO SANFORD INTL ARPT,FL,TAXI,0,,0.0
NEW SMYRNA BEACH MUNICIPAL ARPT,FL,TAXI,0,,0.0
PHOENIX DEER VALLEY ARPT,AZ,TAXI,0,20,0.0
CHARLESTON AFB/INTL ARPT,SC,TAXI,,7,0.0
FORT WORTH ALLIANCE,TX,TAXI,0,,0.0
WALDRONAIRE ARPT,WA,TAXI,0,2,0.0
MOBILE REGIONAL,AL,TAXI,0,,0.0
LUIS MUNOZ MARIN INTL,PR,TAXI,0,4,0.0
ESSEX COUNTY AIRPORT,NJ,TAXI,0,5,0.0
MUSKEGON COUNTY ARPT,MI,TAXI,0,70,0.0
LUBBOCK PRESTON SMITH INTL ARPT,TX,TAXI,0,,0.0
CHICAGO EXECUTIVE ARPT,IL,TAXI,0,10,0.0
FRANCIS S GABRESKI ARPT,NY,TAXI,0,,0.0
CHARLES B WHEELER DOWNTOWN ARPT,MO,TAXI,0,,0.0
SPARTANBURG DOWNTOWN MEMORIAL ARPT,SC,TAXI,0,10,0.0
CENTENNIAL ARPT,CO,TAXI,0,,0.0
GREAT FALLS INTL,MT,TAXI,0,,0.0
HENDERSON FIELD,PI,TAXI,0,,0.0
HENDERSON FIELD,PI,TAXI,0,40,0.0
PALM BEACH INTL,FL,TAXI,0,,0.0
ATLANTIC CITY INTL,NJ,TAXI,0,,0.0
ALBUQUERQUE INTL SUNPORT,NM,TAXI,0,,0.0
PUNTA GORDA ARPT,FL,TAXI,0,,0.0
PHOENIX-MESA GATEWAY,AZ,TAXI,0,,0.0
TRI-STATE ARPT/MILTON J. FERGUSON FIELD,WV,TAXI,0,110,0.0
BRADLEY INTL,CT,TAXI,0,,0.0
FLYING CLOUD ARPT,MN,TAXI,0,,0.0
REDDING MUNICIPAL,CA,TAXI,0,10,0.0
LOVELL FIELD ARPT,TN,TAXI,0,15,0.0
MELBOURNE INTL,FL,TAXI,0,,0.0
NORTH CENTRAL STATE ARPT,RI,TAXI,0,,0.0
ROBERT R WELLS JR ARPT,TX,TAXI,0,,0.0
TINIAN INTL,PI,TAXI,0,20,0.0
LUIS MUNOZ MARIN INTL,PR,TAXI,0,,0.0
JACKSONVILLE INTL,FL,TAXI,0,10,0.0
MYRTLE BEACH INTL,SC,TAXI,0,18,0.0
ASHEVILLE REGIONAL ARPT,NC,TAXI,0,,0.0
EUGENIO MARIA DE HOSTOS ARPT,PR,TAXI,0,,0.0
KAHULUI ARPT,HI,TAXI,0,,0.0
GENERAL DOWNING-PEORIA INTL ARPT,IL,TAXI,0,140,0.0
BUFFALO-NIAGARA INTL,NY,TAXI,0,,0.0
"BATON ROUGE METROPOLITAN, RYAN FIELD",LA,TAXI,0,,0.0
OHIO STATE UNIVERSITY,OH,TAXI,0,,0.0
SPRINGFIELD-BRANSON NATIONAL,MO,TAXI,0,,0.0
ADIRONDAK REGIONAL ARPT,NY,TAXI,0,,0.0
PANAMA CITY - BAY COUNTY INTL,FL,TAXI,0,,0.0
HARRISBURG INTL,PA,TAXI,0,,0.0
CENTRAL NEBRASKA REGIONAL,NE,TAXI,0,,0.0
TED STEVENS ANCHORAGE INTL,AK,TAXI,0,,0.0
ROBERT SIBLEY ARPT,TN,TAXI,0,,0.0
TRI-CITIES,WA,TAXI,0,,0.0
WILLOW RUN ARPT,MI,TAXI,0,,0.0
BUFFALO-NIAGARA INTL,NY,TAXI,0,,0.0
DALLAS LOVE FIELD ARPT,TX,TAXI,0,,0.0
SAVANNAH/HILTON HEAD INTL ARPT,GA,TAXI,0,,0.0
SAVANNAH/HILTON HEAD INTL ARPT,GA,TAXI,0,,0.0
MIDLAND INTL,TX,TAXI,0,,0.0
RALEIGH-DURHAM INTL,NC,TAXI,0,35,0.0
ALBANY INTL,NY,TAXI,0,,0.0
GENERAL MITCHELL INTL,WI,TAXI,0,0,0.0
DAYTONA BEACH INTL,FL,TAXI,0,,0.0
DENVER STAPLETON ARPT,CO,TAXI,0,,0.0
MOBILE REGIONAL,AL,TAXI,0,,0.0
MOLOKAI ARPT,HI,TAXI,0,,0.0
NORFOLK INTL,VA,TAXI,0,15,0.0
GREATER ROCHESTER INTL,NY,TAXI,0,,0.0
TAMPA INTL,FL,TAXI,0,149,0.0
OTTAWA/MACDONALD-CARTIER INTL,ON,TAXI,0,,0.0
HILO INTL ARPT,HI,TAXI,0,,0.0
WILMINGTON INTL,NC,TAXI,0,,0.0
BUFFALO-NIAGARA INTL,NY,TAXI,0,80,0.0
WILMINGTON AIR PARK,OH,TAXI,0,,0.0
CHARLESTON AFB/INTL ARPT,SC,TAXI,0,130,0.0
CHARLESTON AFB/INTL ARPT,SC,TAXI,0,,0.0
CALGARY INTL,AB,TAXI,0,,0.0
JACKSON EVERS INTL,MS,TAXI,0,100,0.0
BRADLEY INTL,CT,TAXI,0,25,0.0
BRADLEY INTL,CT,TAXI,0,25,0.0
RENO TAHOE INTL,NV,TAXI,0,,0.0
MCCONNELL AIR FORCE BASE,KS,TAXI,0,10,0.0
SPRINGFIELD-BRANSON NATIONAL,MO,TAXI,0,,0.0
STEWART INTL AIRPORT,NY,TAXI,0,3,0.0
GUAM INTL ARPT,PI,TAXI,0,,0.0
SPOKANE INTERNATIONAL,WA,TAXI,0,,0.0
GENERAL DOWNING-PEORIA INTL ARPT,IL,TAXI,0,50,0.0
GENERAL MITCHELL INTL,WI,TAXI,0,,0.0
MOLOKAI ARPT,HI,TAXI,0,10,0.0
CINCINNATI MUNI ARPT-LUNKEN FIELD,OH,TAXI,0,,0.0
LONG ISLAND MAC ARTHUR,NY,TAXI,0,15,0.0
WILLOW RUN ARPT,MI,TAXI,0,,0.0
MONTGOMERY REGIONAL ARPT,AL,TAXI,0,100,0.0
GREENVILLE-SPARTANBURG INTL,SC,TAXI,0,4,0.0
ALBERT J ELLIS,NC,TAXI,0,,0.0
MYRTLE BEACH INTL,SC,TAXI,0,,0.0
KALAELOA ARPT JOHN RODGERS FIELD,HI,TAXI,0,2,0.0
OAKLAND COUNTY INTL,MI,TAXI,0,,0.0
GREENBRIER VALLEY ARPT,WV,TAXI,0,,0.0
LA CROSSE MUNICIPAL AIRPORT,WI,TAXI,0,10,0.0
LAKEFRONT AIRPORT,LA,TAXI,0,,0.0
THEODORE FRANCIS GREEN STATE,RI,TAXI,0,,0.0
LAKEFRONT AIRPORT,LA,TAXI,0,,0.0
DALLAS LOVE FIELD ARPT,TX,TAXI,0,90,0.0
FORT WORTH ALLIANCE,TX,TAXI,0,,0.0
GREATER BINGHAMTON ARPT/EDWIN A LINK FIELD,NY,TAXI,0,20,0.0
LAURENCE G HANSCOM FIELD ARPT,MA,TAXI,0,0,0.0
YEAGER ARPT,WV,TAXI,0,,0.0
GUAM INTL ARPT,PI,TAXI,0,,0.0
NEW CASTLE COUNTY,DE,TAXI,0,,0.0
IGOR I SIKORSKY MEMORIAL,CT,TAXI,0,,0.0
THEODORE FRANCIS GREEN STATE,RI,TAXI,0,10,0.0
HARRISBURG INTL,PA,TAXI,0,,0.0
WESTCHESTER COUNTY ARPT,NY,TAXI,0,,0.0
MOLOKAI ARPT,HI,TAXI,0,,0.0
NEWPORT NEWS/WILLIAMSBURG INTL,VA,TAXI,0,,0.0
SOUTHWEST OREGON REGIONAL ARPT,OR,TAXI,0,,0.0
MOLOKAI ARPT,HI,TAXI,0,,0.0
KAPALUA ARPT,HI,TAXI,0,,0.0
LANAI ARPT,HI,TAXI,0,,0.0
KLAMATH FALLS INTL,OR,TAXI,0,15,0.0
HARRISBURG INTL,PA,TAXI,0,,0.0
YUMA MCAS/YUMA INTL ARPT,AZ,TAXI,0,,0.0
MOLOKAI ARPT,HI,TAXI,0,,0.0
KAPALUA ARPT,HI,TAXI,0,7,0.0
MISSOULA INTL ARPT,MT,TAXI,0,,0.0
UNIVERSITY PARK ARPT,PA,TAXI,0,5,0.0
FORT WAYNE INTL,IN,TAXI,0,,0.0
GENERAL MITCHELL INTL,WI,TAXI,0,,0.0
NORFOLK INTL,VA,TAXI,0,20,0.0
ERIE INTL ARPT-TOM RIDGE FIELD,PA,TAXI,0,,0.0
LAKE HOOD (SPB),AK,TAXI,0,,0.0
FORT WAYNE INTL,IN,TAXI,0,,0.0
ALTOONA-BLAIR COUNTY,PA,TAXI,0,,0.0
TRENTON MERCER ARPT,NJ,TAXI,0,,0.0
YOUNGSTOWN-WARREN RGNL ARPT,OH,TAXI,0,70,0.0
CHARLESTON EXECUTIVE ARPT,SC,TAXI,0,5,0.0
CHARLES B WHEELER DOWNTOWN ARPT,MO,TAXI,0,5,0.0
ROANOKE REGNL ARPT/WOODRUM FIELD,VA,TAXI,0,,0.0
KEY WEST INTL ARPT,FL,TAXI,0,,0.0
MONTROSE REGIONAL ARPT,CO,TAXI,0,15,0.0
LEWISTON-NEZ PERCE CO ARPT,ID,TAXI,0,,0.0
GENERAL MITCHELL INTL,WI,TAXI,0,,0.0
HAGERSTOWN REGNL ARPT-RICHARD A HENSON FIELD,MD,TAXI,0,3,0.0
CECIL ARPT,FL,TAXI,0,,0.0
CORPUS CHRISTI INTL ARPT,TX,TAXI,0,,0.0
FORT LAUDERDALE EXECUTIVE ARPT,FL,TAXI,0,,0.0
SYRACUSE HANCOCK INTL,NY,TAXI,0,,0.0
BOB HOPE ARPT,CA,TAXI,0,,0.0
CRAIG MUNICIPAL ARPT,FL,TAXI,0,,0.0
ST. PETE-CLEARWATER INTL ARPT,FL,TAXI,0,,0.0
MOLOKAI ARPT,HI,TAXI,0,,0.0
LONG ISLAND MAC ARTHUR,NY,TAXI,0,,0.0
BLOCK ISLAND STATE,RI,TAXI,0,,0.0
ALBANY INTL,NY,TAXI,0,,0.0
TORONTO/BUTTONVILLE MUNICIPAL,ON,TAXI,0,,0.0
FORT SMITH REGIONAL ARPT,AR,TAXI,0,,0.0
COLUMBIA GORGE REGNL /THE DALLES MUNI ARPT,OR,TAXI,0,,0.0
FORT WORTH MEACHAM INTL ARPT,TX,TAXI,0,25,0.0
PORTSMOUTH INTL ARPT AT PEASE,NH,TAXI,0,,0.0
LAKEFRONT AIRPORT,LA,TAXI,0,,0.0
CHARLESTON AFB/INTL ARPT,SC,TAXI,0,5,0.0
KALAELOA ARPT JOHN RODGERS FIELD,HI,TAXI,0,,0.0
FORT WAYNE INTL,IN,TAXI,0,,0.0
PROVINCETOWN MUNICIPAL ARPT,MA,TAXI,0,15,0.0
DAYTONA BEACH INTL,FL,TAXI,0,30,0.0
MONTGOMERY FIELD ARPT,CA,TAXI,0,17,0.0
CHICAGO EXECUTIVE ARPT,IL,TAXI,0,,0.0
UNKNOWN,,TAXI,0,,0.0
UNKNOWN,,TAXI,0,,0.0
UNKNOWN,,TAXI,0,,0.0
UNKNOWN,,TAXI,0,,0.0
UNKNOWN,,TAXI,0,,0.0
LIHUE ARPT,HI,TAXI,0,,0.0
LIHUE ARPT,HI,TAXI,0,,0.0
MIAMI INTL,FL,TAXI,0,,0.0
MIAMI INTL,FL,TAXI,0,,0.0
MIAMI INTL,FL,TAXI,0,,0.0
MEMPHIS INTL,TN,TAXI,0,,0.0
ORLANDO INTL,FL,TAXI,0,,0.0
ORLANDO INTL,FL,TAXI,0,,0.0
ORLANDO INTL,FL,TAXI,0,,0.0
ORLANDO INTL,FL,TAXI,0,,0.0
ORLANDO INTL,FL,TAXI,0,,0.0
ORLANDO INTL,FL,TAXI,0,20,0.0
EPPLEY AIRFIELD,NE,TAXI,0,,0.0
EPPLEY AIRFIELD,NE,TAXI,0,,0.0
EPPLEY AIRFIELD,NE,TAXI,0,,0.0
EPPLEY AIRFIELD,NE,TAXI,0,,0.0
LA GUARDIA ARPT,NY,TAXI,0,,0.0
LA GUARDIA ARPT,NY,TAXI,0,,0.0
LA GUARDIA ARPT,NY,TAXI,0,,0.0
LA GUARDIA ARPT,NY,TAXI,0,,0.0
LA GUARDIA ARPT,NY,TAXI,0,,0.0
SACRAMENTO INTL,CA,TAXI,0,,0.0
SACRAMENTO INTL,CA,TAXI,0,,0.0
SACRAMENTO INTL,CA,TAXI,0,,0.0
SACRAMENTO INTL,CA,TAXI,0,,0.0
SACRAMENTO INTL,CA,TAXI,0,,0.0
KANSAS CITY INTL,MO,TAXI,0,,0.0
KANSAS CITY INTL,MO,TAXI,0,,0.0
LOS ANGELES INTL,CA,TAXI,0,5,0.0
LOS ANGELES INTL,CA,TAXI,0,,0.0
LOS ANGELES INTL,CA,TAXI,0,,0.0
PHILADELPHIA INTL,PA,TAXI,0,,0.0
TETERBORO AIRPORT,NJ,TAXI,0,,0.0
TETERBORO AIRPORT,NJ,TAXI,0,,0.0
TETERBORO AIRPORT,NJ,TAXI,0,,0.0
TETERBORO AIRPORT,NJ,TAXI,0,,0.0
TETERBORO AIRPORT,NJ,TAXI,0,20,0.0
TETERBORO AIRPORT,NJ,TAXI,0,30,0.0
HONOLULU INTL ARPT,HI,TAXI,0,,0.0
HONOLULU INTL ARPT,HI,TAXI,0,,0.0
HONOLULU INTL ARPT,HI,TAXI,0,,0.0
HONOLULU INTL ARPT,HI,TAXI,0,,0.0
HONOLULU INTL ARPT,HI,TAXI,0,,0.0
HONOLULU INTL ARPT,HI,TAXI,0,,0.0
HONOLULU INTL ARPT,HI,TAXI,0,,0.0
HONOLULU INTL ARPT,HI,TAXI,0,,0.0
METRO OAKLAND INTL,CA,TAXI,0,,0.0
METRO OAKLAND INTL,CA,TAXI,0,,0.0
METRO OAKLAND INTL,CA,TAXI,0,10,0.0
METRO OAKLAND INTL,CA,TAXI,0,12,0.0
PORT COLUMBUS INTL,OH,TAXI,0,,0.0
PORTLAND INTL (OR),OR,TAXI,0,,0.0
PORTLAND INTL (OR),OR,TAXI,0,,0.0
PORTLAND INTL (OR),OR,TAXI,0,,0.0
PORTLAND INTL (OR),OR,TAXI,0,,0.0
PORTLAND INTL (OR),OR,TAXI,0,,0.0
DENVER INTL AIRPORT,CO,TAXI,0,,0.0
DENVER INTL AIRPORT,CO,TAXI,0,,0.0
DENVER INTL AIRPORT,CO,TAXI,0,,0.0
DENVER INTL AIRPORT,CO,TAXI,0,110,0.0
DENVER INTL AIRPORT,CO,TAXI,0,,0.0
DENVER INTL AIRPORT,CO,TAXI,0,,0.0
JOHN F KENNEDY INTL,NY,TAXI,0,,0.0
JOHN F KENNEDY INTL,NY,TAXI,0,,0.0
JOHN F KENNEDY INTL,NY,TAXI,0,5,0.0
JOHN F KENNEDY INTL,NY,TAXI,0,,0.0
JOHN F KENNEDY INTL,NY,TAXI,0,35,0.0
JOHN F KENNEDY INTL,NY,TAXI,0,,0.0
SALT LAKE CITY INTL,UT,TAXI,0,,0.0
SEATTLE-TACOMA INTL,WA,TAXI,0,,0.0
SEATTLE-TACOMA INTL,WA,TAXI,0,,0.0
SEATTLE-TACOMA INTL,WA,TAXI,0,5,0.0
SEATTLE-TACOMA INTL,WA,TAXI,0,,0.0
SEATTLE-TACOMA INTL,WA,TAXI,0,,0.0
PITTSBURGH INTL ARPT,PA,TAXI,0,10,0.0
PITTSBURGH INTL ARPT,PA,TAXI,0,,0.0
WILLIAM P HOBBY ARPT,TX,TAXI,0,,0.0
AUSTIN-BERGSTROM INTL,TX,TAXI,0,17,0.0
AUSTIN-BERGSTROM INTL,TX,TAXI,0,,0.0
LAMBERT-ST LOUIS INTL,MO,TAXI,0,0,0.0
SAN FRANCISCO INTL ARPT,CA,TAXI,0,,0.0
SAN FRANCISCO INTL ARPT,CA,TAXI,0,,0.0
SAN FRANCISCO INTL ARPT,CA,TAXI,0,,0.0
CHICAGO MIDWAY INTL ARPT,IL,TAXI,0,,0.0
CHICAGO MIDWAY INTL ARPT,IL,TAXI,0,,0.0
CHICAGO MIDWAY INTL ARPT,IL,TAXI,0,,0.0
CHICAGO O'HARE INTL ARPT,IL,TAXI,0,,0.0
CHICAGO O'HARE INTL ARPT,IL,TAXI,0,,0.0
CHICAGO O'HARE INTL ARPT,IL,TAXI,0,,0.0
CHICAGO O'HARE INTL ARPT,IL,TAXI,0,,0.0
NEWARK LIBERTY INTL ARPT,NJ,TAXI,0,,0.0
NEWARK LIBERTY INTL ARPT,NJ,TAXI,0,,0.0
CHARLOTTE/DOUGLAS INTL ARPT,NC,TAXI,0,,0.0
CHARLOTTE/DOUGLAS INTL ARPT,NC,TAXI,0,25,0.0
CHARLOTTE/DOUGLAS INTL ARPT,NC,TAXI,0,2,0.0
CLEVELAND-HOPKINS INTL ARPT,OH,TAXI,0,,0.0
CLEVELAND-HOPKINS INTL ARPT,OH,TAXI,0,,0.0
CLEVELAND-HOPKINS INTL ARPT,OH,TAXI,0,,0.0
DALLAS/FORT WORTH INTL ARPT,TX,TAXI,0,,0.0
DALLAS/FORT WORTH INTL ARPT,TX,TAXI,0,,0.0
DALLAS/FORT WORTH INTL ARPT,TX,TAXI,0,,0.0
DALLAS/FORT WORTH INTL ARPT,TX,TAXI,0,,0.0
SOUTHWEST FLORIDA INTL ARPT,FL,TAXI,0,,0.0
SOUTHWEST FLORIDA INTL ARPT,FL,TAXI,0,30,0.0
WASHINGTON DULLES INTL ARPT,DC,TAXI,0,,0.0
WASHINGTON DULLES INTL ARPT,DC,TAXI,0,,0.0
WASHINGTON DULLES INTL ARPT,DC,TAXI,0,20,0.0
PHOENIX SKY HARBOR INTL ARPT,AZ,TAXI,0,,0.0
FORT LAUDERDALE/HOLLYWOOD INTL,FL,TAXI,0,,0.0
FORT LAUDERDALE/HOLLYWOOD INTL,FL,TAXI,0,,0.0
FORT LAUDERDALE/HOLLYWOOD INTL,FL,TAXI,0,,0.0
FORT LAUDERDALE/HOLLYWOOD INTL,FL,TAXI,0,,0.0
FORT LAUDERDALE/HOLLYWOOD INTL,FL,TAXI,0,,0.0
FORT LAUDERDALE/HOLLYWOOD INTL,FL,TAXI,0,,0.0
DETROIT METRO WAYNE COUNTY ARPT,MI,TAXI,0,,0.0
DETROIT METRO WAYNE COUNTY ARPT,MI,TAXI,0,,0.0
DETROIT METRO WAYNE COUNTY ARPT,MI,TAXI,0,,0.0
DETROIT METRO WAYNE COUNTY ARPT,MI,TAXI,0,,0.0
DETROIT METRO WAYNE COUNTY ARPT,MI,TAXI,0,,0.0
DETROIT METRO WAYNE COUNTY ARPT,MI,TAXI,0,,0.0
NORMAN Y. MINETA SAN JOSE INTL ARPT,CA,TAXI,0,,0.0
NORMAN Y. MINETA SAN JOSE INTL ARPT,CA,TAXI,0,,0.0
LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,TAXI,0,10,0.0
LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,TAXI,0,,0.0
LOUIE ARMSTRONG NEW ORLEANS INTL ARPT,LA,TAXI,0,,0.0
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,KY,TAXI,0,5,0.0
HARTSFIELD - JACKSON ATLANTA INTL ARPT,GA,TAXI,0,,0.0
HARTSFIELD - JACKSON ATLANTA INTL ARPT,GA,TAXI,0,55,0.0
RONALD REAGAN WASHINGTON NATIONAL ARPT,DC,TAXI,0,,0.0
GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,TAXI,0,,0.0
GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,TAXI,0,,0.0
GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,TAXI,0,,0.0
GENERAL EDWARD LAWRENCE LOGAN INTL ARPT,MA,TAXI,0,,0.0
BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,TAXI,0,10,0.0
BALTIMORE/WASH INTL THURGOOD MARSHAL ARPT,MD,TAXI,0,135,0.0
MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN ARPT,MN,TAXI,0,,0.0
RUSK COUNTY ARPT,TX,CLIMB,2300,150,3.0
KISSIMMEE GATEWAY ARPT,FL,CLIMB,75,100,0.0
FULLERTON MUNICIPAL ARPT,CA,CLIMB,35,100,0.0
SOUTH LAFOURCHE LEONARD MILLER  JR ARPT,LA,CLIMB,10,90,0.0
MAKEDONIA,,CLIMB,50,145,0.0
MC GHEE TYSON ARPT,TN,CLIMB,4000,230,5.0
ONTARIO INTL ARPT,CA,CLIMB,5100,245,4.0
GENERAL DOWNING-PEORIA INTL ARPT,IL,CLIMB,,,0.0
GULFPORT-BILOXI INTL APRT,MS,CLIMB,,,0.0
NORFOLK INTL,VA,CLIMB,26,120,0.0
BRADLEY INTL,CT,CLIMB,10,150,0.0
GRAND CANYON NATIONAL,AZ,CLIMB,75,85,0.0
